Temp[C],Rain[mm],Passangers,Day,Month,Year,DayOfWeek,IsHoliday
5.9,0.0,2751.0,28,12,2011,2,0
2.2,0.0,1976.0,29,12,2011,3,0
4.8,0.03,2442.0,30,12,2011,4,0
3.6,0.0,2862.0,4,1,2012,2,0
3.2,0.05,3132.0,5,1,2012,3,0
3.1,0.02,2842.0,6,1,2012,4,1
-3.1,0.03,1884.0,8,1,2012,6,0
-4.8,0.03,1861.0,10,1,2012,1,0
-4.6,0.0,1669.0,11,1,2012,2,0
1.1,0.03,1992.0,12,1,2012,3,0
1.9,0.05,2265.0,13,1,2012,4,0
-5.5,0.02,1564.0,15,1,2012,6,0
-6.9,0.0,1820.0,16,1,2012,0,0
-8.7,0.0,1793.0,17,1,2012,1,0
-0.6,0.08,2218.0,20,1,2012,4,0
-1.1,0.03,1518.0,22,1,2012,6,0
-2.2,0.0,1884.0,23,1,2012,0,0
-2.5,0.03,1962.0,24,1,2012,1,0
-5.3,0.02,2364.0,25,1,2012,2,0
-6.8,0.03,1914.0,26,1,2012,3,0
-5.2,0.0,2256.0,27,1,2012,4,0
-6.0,0.0,2311.0,28,1,2012,5,0
-5.4,0.0,1801.0,29,1,2012,6,0
-9.4,0.0,1755.0,31,1,2012,1,0
-12.2,0.0,2227.0,1,2,2012,2,0
-14.2,0.0,1780.0,2,2,2012,3,0
-17.3,0.02,1506.0,5,2,2012,6,0
-17.1,0.0,2083.0,6,2,2012,0,0
-5.0,0.0,1907.0,8,2,2012,2,0
-14.6,0.0,2256.0,9,2,2012,3,0
-13.5,0.0,2195.0,10,2,2012,4,0
-17.1,0.0,2289.0,11,2,2012,5,0
-4.6,0.02,2245.0,13,2,2012,0,0
-7.8,0.0,1838.0,14,2,2012,1,0
-4.5,0.0,2413.0,17,2,2012,4,0
-3.6,0.0,2788.0,18,2,2012,5,0
-4.4,0.0,1458.0,19,2,2012,6,0
-0.6,0.0,1517.0,21,2,2012,1,0
0.5,0.02,2064.0,22,2,2012,2,0
-0.7,0.02,1767.0,23,2,2012,3,0
-1.3,0.0,2599.0,25,2,2012,5,0
-2.7,0.02,2223.0,26,2,2012,6,0
-3.5,0.0,2037.0,27,2,2012,0,0
-5.7,0.0,1836.0,28,2,2012,1,0
-2.9,0.05,2578.0,29,2,2012,2,0
0.6,0.0,2113.0,1,3,2012,3,0
0.2,0.0,2576.0,2,3,2012,4,0
2.0,0.02,3147.0,3,3,2012,5,0
0.2,0.0,2362.0,4,3,2012,6,0
-3.0,0.0,2184.0,5,3,2012,0,0
-4.5,0.0,2365.0,6,3,2012,1,0
-4.1,0.0,3015.0,9,3,2012,4,0
-1.7,0.0,2238.0,10,3,2012,5,0
0.9,0.05,2466.0,11,3,2012,6,0
2.0,0.0,1970.0,12,3,2012,0,0
4.4,0.0,1925.0,13,3,2012,1,0
2.5,0.0,2253.0,14,3,2012,2,0
0.4,0.0,2310.0,15,3,2012,3,0
-0.5,0.0,2518.0,16,3,2012,4,0
1.6,0.0,2715.0,17,3,2012,5,0
1.0,0.0,3385.0,18,3,2012,6,0
1.4,0.07,2311.0,20,3,2012,1,0
2.7,0.0,2369.0,21,3,2012,2,0
2.7,0.0,2310.0,22,3,2012,3,0
5.9,0.0,3139.0,23,3,2012,4,0
5.4,0.0,2990.0,24,3,2012,5,0
2.6,0.02,2204.0,25,3,2012,6,0
0.7,0.07,2545.0,26,3,2012,0,0
1.9,0.0,2302.0,27,3,2012,1,0
4.7,0.0,2637.0,28,3,2012,2,0
4.7,0.02,2403.0,29,3,2012,3,0
3.1,0.0,2994.0,30,3,2012,4,0
1.5,0.0,3509.0,31,3,2012,5,0
-1.4,0.0,2741.0,4,4,2012,2,0
0.7,0.0,3136.0,5,4,2012,3,0
2.3,0.0,1888.0,6,4,2012,4,1
1.5,0.02,3521.0,7,4,2012,5,0
-0.4,0.0,3966.0,8,4,2012,6,1
0.8,0.0,2739.0,10,4,2012,1,0
3.7,0.0,2356.0,11,4,2012,2,0
4.6,0.0,3032.0,12,4,2012,3,0
5.4,0.0,3068.0,13,4,2012,4,0
5.1,0.02,3302.0,14,4,2012,5,0
3.5,0.03,4454.0,15,4,2012,6,0
4.4,0.0,2402.0,16,4,2012,0,0
3.8,0.02,2439.0,17,4,2012,1,0
2.8,0.02,2756.0,18,4,2012,2,0
3.4,0.0,2904.0,19,4,2012,3,0
2.9,0.0,2569.0,20,4,2012,4,0
4.0,0.12,3856.0,21,4,2012,5,0
6.8,0.0,3000.0,23,4,2012,0,0
7.5,0.0,2585.0,24,4,2012,1,0
7.4,0.03,4692.0,27,4,2012,4,0
9.5,0.02,6751.0,28,4,2012,5,0
8.3,0.0,6529.0,29,4,2012,6,0
8.5,0.0,6968.0,1,5,2012,1,1
9.4,0.0,2830.0,2,5,2012,2,0
8.1,0.0,3420.0,3,5,2012,3,0
8.0,0.0,3444.0,4,5,2012,4,0
7.0,0.0,4466.0,5,5,2012,5,0
7.4,0.12,4598.0,6,5,2012,6,0
6.7,0.02,3762.0,7,5,2012,0,0
7.7,0.03,5082.0,8,5,2012,1,0
10.3,0.0,5001.0,10,5,2012,3,0
10.9,0.12,3736.0,12,5,2012,5,0
8.6,0.0,5820.0,13,5,2012,6,0
8.4,0.0,4185.0,14,5,2012,0,0
9.2,0.0,4244.0,15,5,2012,1,0
10.3,0.0,4795.0,16,5,2012,2,0
12.9,0.0,3597.0,17,5,2012,3,1
12.2,0.05,4236.0,18,5,2012,4,0
9.0,0.05,5881.0,19,5,2012,5,0
9.6,0.0,5584.0,20,5,2012,6,0
12.3,0.0,5519.0,21,5,2012,0,0
15.8,0.0,6382.0,22,5,2012,1,0
16.3,0.02,6379.0,23,5,2012,2,0
12.6,0.0,6891.0,24,5,2012,3,0
11.4,0.0,7896.0,25,5,2012,4,0
17.2,0.02,8474.0,27,5,2012,6,1
17.2,0.0,5525.0,28,5,2012,0,0
13.4,0.02,7008.0,29,5,2012,1,0
11.0,0.0,6690.0,30,5,2012,2,0
9.9,0.0,7112.0,31,5,2012,3,0
10.3,0.0,5939.0,1,6,2012,4,0
10.6,0.02,4047.0,2,6,2012,5,0
10.1,0.17,4185.0,3,6,2012,6,0
8.9,0.02,4898.0,4,6,2012,0,0
10.9,0.0,5896.0,5,6,2012,1,0
11.0,0.0,5668.0,6,6,2012,2,0
11.3,0.0,6771.0,7,6,2012,3,0
14.6,0.0,5533.0,9,6,2012,5,0
11.8,0.0,7681.0,10,6,2012,6,0
12.5,0.0,6594.0,11,6,2012,0,0
12.8,0.0,6676.0,12,6,2012,1,0
16.3,0.0,9015.0,13,6,2012,2,0
16.2,0.0,9438.0,14,6,2012,3,0
15.3,0.0,8956.0,15,6,2012,4,0
15.9,0.0,16643.0,16,6,2012,5,0
18.1,0.0,1728.0,17,6,2012,6,0
13.4,0.17,8219.0,18,6,2012,0,0
14.8,0.0,4746.0,19,6,2012,1,0
13.0,0.02,8552.0,20,6,2012,2,0
15.4,0.0,7152.0,21,6,2012,3,0
16.3,0.0,12000.0,22,6,2012,4,1
16.2,0.0,4969.0,23,6,2012,5,1
14.4,0.1,2638.0,24,6,2012,6,0
12.9,0.02,2544.0,25,6,2012,0,0
11.8,0.07,6115.0,26,6,2012,1,0
14.5,0.0,6672.0,27,6,2012,2,0
15.0,0.02,6884.0,28,6,2012,3,0
13.7,0.0,9074.0,29,6,2012,4,0
13.6,0.0,8633.0,30,6,2012,5,0
14.8,0.0,11046.0,1,7,2012,6,0
16.7,0.0,6386.0,2,7,2012,0,0
16.7,0.02,11571.0,3,7,2012,1,0
16.7,0.0,13065.0,4,7,2012,2,0
18.3,0.0,12645.0,5,7,2012,3,0
19.8,0.0,11959.0,6,7,2012,4,0
20.0,0.0,16400.0,7,7,2012,5,0
19.3,0.05,6069.0,8,7,2012,6,0
19.5,0.0,6767.0,9,7,2012,0,0
17.8,0.0,10290.0,10,7,2012,1,0
17.8,0.0,5838.0,11,7,2012,2,0
16.7,0.0,8030.0,12,7,2012,3,0
17.2,0.02,7849.0,13,7,2012,4,0
16.6,0.0,12601.0,14,7,2012,5,0
16.5,0.0,4229.0,15,7,2012,6,0
16.1,0.08,3064.0,16,7,2012,0,0
15.3,0.12,8359.0,17,7,2012,1,0
15.8,0.02,10615.0,18,7,2012,2,0
16.2,0.0,13220.0,19,7,2012,3,0
17.4,0.0,11278.0,20,7,2012,4,0
16.9,0.0,15923.0,21,7,2012,5,0
16.2,0.0,12950.0,22,7,2012,6,0
15.6,0.0,2968.0,23,7,2012,0,0
15.1,0.02,7154.0,24,7,2012,1,0
16.6,0.0,13597.0,25,7,2012,2,0
17.7,0.0,9775.0,26,7,2012,3,0
19.4,0.0,14430.0,27,7,2012,4,0
19.0,0.0,18844.0,28,7,2012,5,0
19.7,0.02,10540.0,29,7,2012,6,0
22.4,0.03,7133.0,30,7,2012,0,0
20.1,0.0,9910.0,31,7,2012,1,0
18.5,0.0,6903.0,1,8,2012,2,0
17.4,0.0,10340.0,2,8,2012,3,0
17.7,0.0,8465.0,3,8,2012,4,0
18.2,0.08,13573.0,4,8,2012,5,0
18.0,0.02,13025.0,5,8,2012,6,0
18.2,0.0,6790.0,6,8,2012,0,0
17.8,0.02,5284.0,7,8,2012,1,0
17.4,0.05,6621.0,8,8,2012,2,0
13.2,0.0,7833.0,10,8,2012,4,0
12.2,0.0,13136.0,11,8,2012,5,0
12.5,0.0,9271.0,12,8,2012,6,0
13.5,0.0,7338.0,13,8,2012,0,0
15.3,0.0,9110.0,14,8,2012,1,0
17.9,0.0,9502.0,15,8,2012,2,0
18.4,0.0,10152.0,16,8,2012,3,0
18.4,0.0,11063.0,17,8,2012,4,0
17.5,0.0,15850.0,18,8,2012,5,0
18.8,0.0,4665.0,19,8,2012,6,0
17.7,0.0,5955.0,20,8,2012,0,0
13.9,0.0,7244.0,21,8,2012,1,0
13.8,0.0,5475.0,22,8,2012,2,0
16.3,0.0,4687.0,23,8,2012,3,0
14.6,0.08,8632.0,24,8,2012,4,0
14.2,0.0,12501.0,25,8,2012,5,0
15.3,0.0,8249.0,26,8,2012,6,0
15.6,0.0,3666.0,27,8,2012,0,0
16.8,0.0,6045.0,28,8,2012,1,0
13.9,0.0,6350.0,29,8,2012,2,0
14.8,0.0,6285.0,30,8,2012,3,0
14.6,0.0,6601.0,31,8,2012,4,0
15.6,0.0,6294.0,1,9,2012,5,0
15.9,0.03,3291.0,3,9,2012,0,0
16.3,0.02,4120.0,4,9,2012,1,0
14.4,0.0,4503.0,5,9,2012,2,0
16.0,0.0,4135.0,6,9,2012,3,0
12.6,0.0,4347.0,7,9,2012,4,0
10.3,0.02,6476.0,8,9,2012,5,0
9.8,0.02,5519.0,9,9,2012,6,0
10.2,0.0,3114.0,10,9,2012,0,0
11.7,0.0,3896.0,11,9,2012,1,0
15.6,0.0,3003.0,12,9,2012,2,0
14.9,0.02,3601.0,13,9,2012,3,0
12.3,0.02,4841.0,14,9,2012,4,0
12.7,0.02,6892.0,15,9,2012,5,0
13.6,0.15,6346.0,16,9,2012,6,0
12.5,0.0,2662.0,17,9,2012,0,0
14.9,0.02,2792.0,18,9,2012,1,0
13.7,0.07,3042.0,19,9,2012,2,0
13.2,0.13,3518.0,20,9,2012,3,0
11.6,0.02,3852.0,21,9,2012,4,0
11.3,0.0,5120.0,22,9,2012,5,0
12.3,0.03,2021.0,23,9,2012,6,0
9.1,0.15,2778.0,24,9,2012,0,0
8.3,0.05,3197.0,25,9,2012,1,0
8.6,0.0,2847.0,26,9,2012,2,0
9.8,0.0,3164.0,27,9,2012,3,0
13.1,0.15,3761.0,28,9,2012,4,0
12.0,0.03,6241.0,29,9,2012,5,0
11.4,0.02,3748.0,30,9,2012,6,0
11.5,0.0,2527.0,1,10,2012,0,0
10.8,0.02,2982.0,2,10,2012,1,0
12.8,0.0,2926.0,3,10,2012,2,0
12.6,0.0,2891.0,4,10,2012,3,0
12.2,0.0,2551.0,5,10,2012,4,0
11.3,0.03,6671.0,6,10,2012,5,0
9.4,0.0,4113.0,7,10,2012,6,0
10.3,0.0,2576.0,8,10,2012,0,0
8.0,0.12,2765.0,9,10,2012,1,0
7.5,0.05,2327.0,10,10,2012,2,0
6.8,0.02,2823.0,11,10,2012,3,0
6.5,0.0,3169.0,12,10,2012,4,0
4.7,0.0,4727.0,13,10,2012,5,0
5.0,0.02,3442.0,14,10,2012,6,0
5.8,0.0,2411.0,15,10,2012,0,0
6.3,0.07,2510.0,16,10,2012,1,0
10.8,0.05,2132.0,17,10,2012,2,0
8.5,0.08,2484.0,18,10,2012,3,0
10.7,0.03,2912.0,19,10,2012,4,0
12.1,0.02,3891.0,20,10,2012,5,0
9.2,0.05,2269.0,21,10,2012,6,0
6.5,0.07,3091.0,22,10,2012,0,0
4.7,0.0,2370.0,23,10,2012,1,0
4.4,0.0,2415.0,24,10,2012,2,0
6.0,0.0,3288.0,25,10,2012,3,0
1.2,0.0,3408.0,26,10,2012,4,0
-1.9,0.0,4344.0,27,10,2012,5,0
-1.6,0.0,3918.0,28,10,2012,6,0
-1.1,0.0,2533.0,29,10,2012,0,0
2.1,0.02,2128.0,30,10,2012,1,0
6.6,0.07,5071.0,3,11,2012,5,1
6.7,0.02,3528.0,4,11,2012,6,0
2.9,0.0,2317.0,5,11,2012,0,0
4.5,0.07,1837.0,6,11,2012,1,0
1.1,0.08,2473.0,7,11,2012,2,0
3.3,0.0,2444.0,8,11,2012,3,0
3.0,0.0,3374.0,9,11,2012,4,0
-0.6,0.0,3508.0,10,11,2012,5,0
3.8,0.0,2513.0,11,11,2012,6,0
5.6,0.0,2048.0,12,11,2012,0,0
7.0,0.0,2303.0,13,11,2012,1,0
2.8,0.0,2054.0,14,11,2012,2,0
7.5,0.0,2259.0,15,11,2012,3,0
6.7,0.05,3172.0,16,11,2012,4,0
5.2,0.0,3364.0,17,11,2012,5,0
7.5,0.0,2134.0,18,11,2012,6,0
5.5,0.0,2339.0,19,11,2012,0,0
5.6,0.0,1965.0,20,11,2012,1,0
7.0,0.0,2102.0,21,11,2012,2,0
7.5,0.0,2213.0,22,11,2012,3,0
5.9,0.0,2860.0,23,11,2012,4,0
6.8,0.0,2937.0,25,11,2012,6,0
4.8,0.03,2194.0,26,11,2012,0,0
2.1,0.0,2145.0,27,11,2012,1,0
1.8,0.0,2204.0,28,11,2012,2,0
0.1,0.0,2193.0,29,11,2012,3,0
-2.8,0.07,2293.0,30,11,2012,4,0
-5.3,0.13,2826.0,1,12,2012,5,0
-8.5,0.0,2389.0,2,12,2012,6,0
-10.0,0.0,2040.0,3,12,2012,0,0
-10.3,0.0,2074.0,4,12,2012,1,0
-10.5,0.02,1594.0,6,12,2012,3,1
-1.7,0.03,2193.0,7,12,2012,4,0
-2.6,0.03,2725.0,8,12,2012,5,0
-1.5,0.0,1729.0,9,12,2012,6,0
-1.8,0.0,1871.0,10,12,2012,0,0
-3.8,0.0,1932.0,11,12,2012,1,0
-3.7,0.07,2095.0,12,12,2012,2,0
-0.9,0.0,2383.0,13,12,2012,3,0
-2.8,0.07,2618.0,14,12,2012,4,0
-2.4,0.02,2686.0,15,12,2012,5,0
-3.7,0.0,1866.0,16,12,2012,6,0
-4.5,0.03,2156.0,17,12,2012,0,0
-5.4,0.03,2197.0,18,12,2012,1,0
-6.4,0.03,2400.0,19,12,2012,2,0
-7.2,0.0,1921.0,20,12,2012,3,0
-9.9,0.0,2421.0,21,12,2012,4,0
-9.9,0.0,2104.0,22,12,2012,5,0
-11.4,0.0,1517.0,23,12,2012,6,0
-6.2,0.0,739.0,24,12,2012,0,1
-9.1,0.03,859.0,25,12,2012,1,1
-8.1,0.07,1359.0,26,12,2012,2,1
-10.5,0.02,1572.0,27,12,2012,3,0
1.4,0.03,2227.0,28,12,2012,4,0
-1.6,0.0,2175.0,29,12,2012,5,0
-5.5,0.0,1904.0,30,12,2012,6,0
0.3,0.07,3142.0,31,12,2012,0,0
1.9,0.02,2073.0,1,1,2013,1,1
2.6,0.07,2542.0,2,1,2013,2,0
2.0,0.02,3922.0,3,1,2013,3,0
0.6,0.0,3466.0,4,1,2013,4,0
1.1,0.02,3496.0,5,1,2013,5,0
-2.7,0.0,2627.0,6,1,2013,6,1
-5.0,0.0,2317.0,7,1,2013,0,0
-5.0,0.0,1961.0,8,1,2013,1,0
-0.4,0.02,1984.0,9,1,2013,2,0
-0.7,0.0,1889.0,10,1,2013,3,0
-3.7,0.0,1948.0,11,1,2013,4,0
-7.1,0.0,1690.0,12,1,2013,5,0
-10.7,0.0,1438.0,13,1,2013,6,0
-7.8,0.0,1796.0,14,1,2013,0,0
-3.6,0.0,1968.0,15,1,2013,1,0
-5.8,0.02,1952.0,16,1,2013,2,0
-5.5,0.02,1997.0,17,1,2013,3,0
-9.0,0.0,2130.0,18,1,2013,4,0
-16.5,0.0,2157.0,19,1,2013,5,0
-16.3,0.0,1703.0,20,1,2013,6,0
-8.1,0.02,1970.0,21,1,2013,0,0
-8.7,0.0,1826.0,22,1,2013,1,0
-6.2,0.0,2142.0,23,1,2013,2,0
-9.9,0.0,2261.0,25,1,2013,4,0
-9.1,0.0,2638.0,26,1,2013,5,0
-3.1,0.0,1757.0,27,1,2013,6,0
-4.7,0.0,1768.0,28,1,2013,0,0
-3.8,0.02,1947.0,29,1,2013,1,0
0.3,0.02,1995.0,30,1,2013,2,0
-0.1,0.07,1814.0,31,1,2013,3,0
1.6,0.0,2551.0,1,2,2013,4,0
-0.8,0.0,2844.0,2,2,2013,5,0
-1.6,0.0,1996.0,3,2,2013,6,0
-2.9,0.0,2125.0,4,2,2013,0,0
-3.2,0.0,1759.0,5,2,2013,1,0
-1.8,0.08,2242.0,6,2,2013,2,0
-1.5,0.02,2284.0,7,2,2013,3,0
-1.3,0.0,2167.0,8,2,2013,4,0
-2.6,0.03,2636.0,9,2,2013,5,0
-0.8,0.02,2004.0,10,2,2013,6,0
0.2,0.05,2291.0,11,2,2013,0,0
-0.3,0.02,2130.0,12,2,2013,1,0
-1.2,0.02,2082.0,13,2,2013,2,0
0.4,0.0,2117.0,14,2,2013,3,0
-0.1,0.0,2787.0,15,2,2013,4,0
-2.7,0.0,3116.0,16,2,2013,5,0
-2.8,0.0,1912.0,17,2,2013,6,0
-0.6,0.0,1925.0,18,2,2013,0,0
-1.1,0.05,1962.0,19,2,2013,1,0
-4.2,0.0,1982.0,20,2,2013,2,0
-4.6,0.0,2024.0,21,2,2013,3,0
-6.5,0.0,1958.0,22,2,2013,4,0
-2.8,0.0,2907.0,23,2,2013,5,0
-1.5,0.0,2940.0,24,2,2013,6,0
-4.2,0.0,2423.0,25,2,2013,0,0
-4.1,0.0,2169.0,26,2,2013,1,0
-2.0,0.0,2254.0,27,2,2013,2,0
1.5,0.0,2210.0,28,2,2013,3,0
2.8,0.0,2618.0,1,3,2013,4,0
-0.3,0.0,2731.0,2,3,2013,5,0
-8.4,0.05,1967.0,3,3,2013,6,0
-6.7,0.02,2242.0,4,3,2013,0,0
-8.8,0.02,2204.0,5,3,2013,1,0
-1.4,0.0,2278.0,6,3,2013,2,0
1.0,0.0,2359.0,7,3,2013,3,0
-4.9,0.0,3155.0,8,3,2013,4,0
-7.2,0.02,3678.0,9,3,2013,5,0
-8.6,0.0,2642.0,10,3,2013,6,0
-10.2,0.0,2042.0,11,3,2013,0,0
-7.2,0.0,1819.0,12,3,2013,1,0
-6.7,0.0,1836.0,13,3,2013,2,0
-6.0,0.0,2266.0,14,3,2013,3,0
-9.9,0.0,2497.0,15,3,2013,4,0
-6.9,0.0,2135.0,20,3,2013,2,0
-4.2,0.0,2188.0,21,3,2013,3,0
-6.5,0.0,2525.0,22,3,2013,4,0
-9.1,0.0,3181.0,23,3,2013,5,0
-4.7,0.0,3213.0,24,3,2013,6,0
-2.3,0.0,2782.0,25,3,2013,0,0
-1.8,0.0,2320.0,26,3,2013,1,0
-1.5,0.0,3021.0,27,3,2013,2,0
-2.8,0.0,2847.0,28,3,2013,3,0
-1.0,0.0,3842.0,29,3,2013,4,1
-2.0,0.0,3260.0,30,3,2013,5,0
-1.7,0.0,3382.0,31,3,2013,6,1
-1.6,0.0,2799.0,1,4,2013,0,1
-1.0,0.0,2727.0,2,4,2013,1,0
0.9,0.0,2965.0,3,4,2013,2,0
0.4,0.0,2739.0,4,4,2013,3,0
0.7,0.0,2921.0,5,4,2013,4,0
2.0,0.0,3432.0,6,4,2013,5,0
0.5,0.0,2009.0,7,4,2013,6,0
-0.4,0.02,2499.0,8,4,2013,0,0
-0.8,0.0,2396.0,9,4,2013,1,0
-0.7,0.0,2756.0,10,4,2013,2,0
0.6,0.0,2221.0,11,4,2013,3,0
1.2,0.0,2871.0,12,4,2013,4,0
2.8,0.0,2867.0,13,4,2013,5,0
2.7,0.07,2885.0,14,4,2013,6,0
2.7,0.0,2132.0,15,4,2013,0,0
3.0,0.0,2348.0,16,4,2013,1,0
4.1,0.0,2759.0,17,4,2013,2,0
4.8,0.02,2743.0,18,4,2013,3,0
5.3,0.03,3141.0,19,4,2013,4,0
4.8,0.0,5065.0,20,4,2013,5,0
6.0,0.02,4938.0,21,4,2013,6,0
4.8,0.0,2853.0,22,4,2013,0,0
4.7,0.0,2514.0,23,4,2013,1,0
5.8,0.02,3443.0,24,4,2013,2,0
7.7,0.0,3050.0,26,4,2013,4,0
3.8,0.02,4585.0,27,4,2013,5,0
4.2,0.0,4399.0,28,4,2013,6,0
3.3,0.0,3598.0,29,4,2013,0,0
6.2,0.02,4659.0,30,4,2013,1,0
5.7,0.02,7967.0,1,5,2013,2,1
8.4,0.0,4353.0,2,5,2013,3,0
5.7,0.0,6476.0,3,5,2013,4,0
6.9,0.0,6592.0,4,5,2013,5,0
8.1,0.0,3413.0,5,5,2013,6,0
7.3,0.0,3805.0,6,5,2013,0,0
7.7,0.0,3682.0,7,5,2013,1,0
12.6,0.0,5662.0,9,5,2013,3,1
12.7,0.03,4883.0,10,5,2013,4,0
11.5,0.0,8404.0,11,5,2013,5,0
10.9,0.0,6283.0,12,5,2013,6,0
11.8,0.0,4423.0,13,5,2013,0,0
11.3,0.02,4354.0,14,5,2013,1,0
10.9,0.0,5226.0,15,5,2013,2,0
9.4,0.0,5950.0,16,5,2013,3,0
13.9,0.0,6770.0,17,5,2013,4,0
16.6,0.0,5715.0,18,5,2013,5,0
16.4,0.0,7340.0,19,5,2013,6,1
17.4,0.0,4026.0,20,5,2013,0,0
15.7,0.0,6081.0,21,5,2013,1,0
15.8,0.0,4627.0,22,5,2013,2,0
11.6,0.15,4223.0,23,5,2013,3,0
10.2,0.03,5980.0,24,5,2013,4,0
12.2,0.0,9065.0,25,5,2013,5,0
15.4,0.0,4063.0,26,5,2013,6,0
15.0,0.0,6295.0,27,5,2013,0,0
14.7,0.0,8496.0,28,5,2013,1,0
17.9,0.0,7769.0,29,5,2013,2,0
18.5,0.0,7736.0,30,5,2013,3,0
16.1,0.0,7708.0,31,5,2013,4,0
17.0,0.0,11292.0,1,6,2013,5,0
18.7,0.0,13872.0,2,6,2013,6,0
20.6,0.0,8139.0,3,6,2013,0,0
20.5,0.0,9534.0,4,6,2013,1,0
21.4,0.0,9870.0,6,6,2013,3,0
20.0,0.0,8494.0,7,6,2013,4,0
18.2,0.0,18537.0,8,6,2013,5,0
17.5,0.0,11854.0,9,6,2013,6,0
16.5,0.0,6511.0,10,6,2013,0,0
14.8,0.0,7000.0,11,6,2013,1,0
14.7,0.0,5567.0,12,6,2013,2,0
13.1,0.03,7749.0,13,6,2013,3,0
15.1,0.02,4388.0,14,6,2013,4,0
14.2,0.05,14254.0,15,6,2013,5,0
14.0,0.0,5139.0,16,6,2013,6,0
12.9,0.03,5699.0,17,6,2013,0,0
13.7,0.02,8810.0,18,6,2013,1,0
16.4,0.0,9406.0,19,6,2013,2,0
15.8,0.0,4397.0,20,6,2013,3,0
14.7,0.0,12243.0,21,6,2013,4,1
18.4,0.0,6361.0,22,6,2013,5,1
18.1,0.03,9618.0,23,6,2013,6,0
16.6,0.0,6545.0,24,6,2013,0,0
18.9,0.0,8190.0,25,6,2013,1,0
21.3,0.0,12420.0,26,6,2013,2,0
23.6,0.0,6146.0,27,6,2013,3,0
20.4,0.02,10896.0,28,6,2013,4,0
17.9,0.0,8430.0,29,6,2013,5,0
17.2,0.0,10638.0,30,6,2013,6,0
17.8,0.0,8167.0,1,7,2013,0,0
18.2,0.0,9721.0,2,7,2013,1,0
17.7,0.0,12622.0,4,7,2013,3,0
18.2,0.0,10032.0,5,7,2013,4,0
20.6,0.0,12207.0,6,7,2013,5,0
18.8,0.17,16834.0,7,7,2013,6,0
20.2,0.0,10139.0,8,7,2013,0,0
19.2,0.0,12395.0,9,7,2013,1,0
16.9,0.0,4526.0,10,7,2013,2,0
16.9,0.0,11181.0,11,7,2013,3,0
18.3,0.0,12531.0,12,7,2013,4,0
17.8,0.0,18912.0,13,7,2013,5,0
19.0,0.0,15757.0,14,7,2013,6,0
19.8,0.0,10741.0,15,7,2013,0,0
17.6,0.0,10814.0,16,7,2013,1,0
17.1,0.0,11512.0,17,7,2013,2,0
17.9,0.0,5550.0,18,7,2013,3,0
15.7,0.0,6753.0,19,7,2013,4,0
14.3,0.02,16873.0,20,7,2013,5,0
16.4,0.0,6683.0,21,7,2013,6,0
15.7,0.0,4085.0,22,7,2013,0,0
15.0,0.02,9784.0,23,7,2013,1,0
19.5,0.0,10687.0,24,7,2013,2,0
17.8,0.0,13368.0,25,7,2013,3,0
18.5,0.0,11176.0,26,7,2013,4,0
19.4,0.0,18127.0,27,7,2013,5,0
19.8,0.0,14538.0,28,7,2013,6,0
19.5,0.0,9030.0,29,7,2013,0,0
19.6,0.0,5835.0,30,7,2013,1,0
19.8,0.0,7952.0,31,7,2013,2,0
18.1,0.02,6594.0,1,8,2013,3,0
18.6,0.0,18522.0,3,8,2013,5,0
20.5,0.0,14384.0,4,8,2013,6,0
20.7,0.0,7536.0,5,8,2013,0,0
19.6,0.0,13271.0,6,8,2013,1,0
19.6,0.0,10818.0,7,8,2013,2,0
20.7,0.07,10318.0,8,8,2013,3,0
21.7,0.02,7378.0,9,8,2013,4,0
19.7,0.12,13973.0,10,8,2013,5,0
18.7,0.0,10522.0,11,8,2013,6,0
18.3,0.0,4330.0,12,8,2013,0,0
16.5,0.03,4711.0,13,8,2013,1,0
14.9,0.28,4290.0,14,8,2013,2,0
13.5,0.25,6831.0,15,8,2013,3,0
16.7,0.03,11387.0,16,8,2013,4,0
16.3,0.0,7546.0,17,8,2013,5,0
15.4,0.02,9449.0,18,8,2013,6,0
18.4,0.0,4323.0,19,8,2013,0,0
17.1,0.07,7492.0,20,8,2013,1,0
16.4,0.0,8496.0,21,8,2013,2,0
16.4,0.0,7021.0,22,8,2013,3,0
16.3,0.02,9103.0,23,8,2013,4,0
14.9,0.0,16703.0,24,8,2013,5,0
14.2,0.0,10799.0,25,8,2013,6,0
14.9,0.0,6325.0,26,8,2013,0,0
16.7,0.0,7524.0,27,8,2013,1,0
16.2,0.0,7091.0,28,8,2013,2,0
17.1,0.0,7128.0,29,8,2013,3,0
16.0,0.0,6065.0,30,8,2013,4,0
15.2,0.0,7675.0,31,8,2013,5,0
15.7,0.0,3591.0,1,9,2013,6,0
15.9,0.05,3158.0,2,9,2013,0,0
12.4,0.02,4303.0,3,9,2013,1,0
13.7,0.0,5566.0,4,9,2013,2,0
15.9,0.0,6434.0,6,9,2013,4,0
14.3,0.0,12193.0,7,9,2013,5,0
14.1,0.0,8541.0,8,9,2013,6,0
16.1,0.0,3539.0,9,9,2013,0,0
16.0,0.0,3114.0,10,9,2013,1,0
15.5,0.0,5133.0,11,9,2013,2,0
16.5,0.0,4505.0,12,9,2013,3,0
15.9,0.0,5770.0,13,9,2013,4,0
15.4,0.0,9226.0,14,9,2013,5,0
